leader,gnn_trial,deck_trial,score,meta_overlap,avg_synergy,num_singletons,deck_size,synergy_mse
OP01-001,1,82,2816.023193359375,1,2.0512518882751465,5,50,1.7926334353942783
OP01-001,1,83,2825.44873046875,1,2.052117347717285,5,50,1.7926334353942783
OP01-001,1,84,2829.819091796875,0,2.0511202812194824,5,50,1.7926334353942783
OP01-001,1,85,2842.4482421875,2,2.0573575496673584,5,50,1.7926334353942783
OP01-001,1,86,2809.864501953125,0,2.047344923019409,5,50,1.7926334353942783
OP01-001,1,87,2813.890869140625,2,2.052185297012329,5,50,1.7926334353942783
OP01-001,1,88,2817.52587890625,0,2.050126075744629,5,50,1.7926334353942783
OP01-001,1,89,2851.49072265625,4,2.06489896774292,4,50,1.7926334353942783
OP01-001,1,90,2805.94287109375,1,2.055873394012451,4,50,1.7926334353942783
OP01-001,1,91,2808.616455078125,1,2.048678159713745,5,50,1.7926334353942783
OP01-001,1,92,2838.326171875,1,2.0517385005950928,4,50,1.7926334353942783
OP01-001,1,93,2835.56591796875,2,2.0601985454559326,5,50,1.7926334353942783
OP01-001,1,94,2836.74951171875,2,2.0545578002929688,5,50,1.7926334353942783
OP01-001,1,95,2824.4296875,1,2.046175241470337,5,50,1.7926334353942783
OP01-001,1,96,2834.010498046875,0,2.0576529502868652,5,50,1.7926334353942783
OP01-001,1,97,2814.912109375,0,2.0457773208618164,5,50,1.7926334353942783
OP01-001,1,98,2824.2646484375,0,2.0484707355499268,5,50,1.7926334353942783
OP01-001,1,99,2839.984375,2,2.060103416442871,5,50,1.7926334353942783
OP01-001,1,100,2806.807373046875,1,2.050501585006714,4,50,1.7926334353942783
OP01-001,1,101,2830.834716796875,1,2.0614655017852783,5,50,1.7926334353942783
OP01-001,1,102,2841.276123046875,1,2.0568838119506836,2,50,1.7926334353942783
OP01-001,1,103,2782.10546875,0,2.033928871154785,5,50,1.7926334353942783
OP01-001,1,104,2852.56689453125,2,2.0552666187286377,5,50,1.7926334353942783
OP01-001,1,105,2827.26806640625,1,2.0508036613464355,5,50,1.7926334353942783
OP01-001,1,106,2805.69091796875,1,2.0524942874908447,5,50,1.7926334353942783
OP01-001,1,107,2798.28466796875,0,2.040213108062744,5,50,1.7926334353942783
OP01-001,1,108,2825.86474609375,2,2.0506982803344727,5,50,1.7926334353942783
OP01-001,1,109,2834.3994140625,1,2.0543527603149414,5,50,1.7926334353942783
OP01-001,1,110,2845.15478515625,2,2.060497999191284,5,50,1.7926334353942783
OP01-001,1,111,2841.7587890625,1,2.0564963817596436,4,50,1.7926334353942783
OP01-001,1,112,2842.870361328125,1,2.0560975074768066,4,50,1.7926334353942783
OP01-001,1,113,2823.599853515625,1,2.049386739730835,5,50,1.7926334353942783
OP01-001,1,114,2799.812744140625,0,2.039750337600708,5,50,1.7926334353942783
OP01-001,1,115,2843.582275390625,0,2.0529279708862305,5,50,1.7926334353942783
OP01-001,1,116,2836.304443359375,1,2.053568124771118,5,50,1.7926334353942783
OP01-001,1,117,2808.9296875,1,2.041849374771118,5,50,1.7926334353942783
OP01-001,1,118,2829.98583984375,1,2.0514652729034424,4,50,1.7926334353942783
OP01-001,1,119,2784.484130859375,0,2.04860520362854,4,50,1.7926334353942783
OP01-001,1,120,2842.65380859375,1,2.0570318698883057,4,50,1.7926334353942783
OP01-001,1,121,2808.239013671875,0,2.053049325942993,5,50,1.7926334353942783
OP01-001,1,122,2816.228515625,1,2.0492570400238037,4,50,1.7926334353942783
OP01-001,1,123,2830.827392578125,0,2.0565853118896484,5,50,1.7926334353942783
OP01-001,1,124,2856.974365234375,1,2.063000440597534,4,50,1.7926334353942783
OP01-001,1,125,2829.15673828125,1,2.0558958053588867,5,50,1.7926334353942783
OP01-001,1,126,2870.863525390625,6,2.066174030303955,5,50,1.7926334353942783
OP01-001,1,127,2811.54443359375,1,2.044616937637329,5,50,1.7926334353942783
OP01-001,1,128,2815.449951171875,0,2.0462381839752197,5,50,1.7926334353942783
OP01-001,1,129,2827.8828125,1,2.0564796924591064,5,50,1.7926334353942783
OP01-001,1,130,2839.922119140625,0,2.052546501159668,4,50,1.7926334353942783
OP01-001,1,131,2773.048828125,0,2.0411550998687744,5,50,1.7926334353942783
OP01-001,1,132,2828.86962890625,1,2.050784111022949,4,50,1.7926334353942783
OP01-001,1,133,2821.70361328125,0,2.0503244400024414,4,50,1.7926334353942783
OP01-001,1,134,2799.4150390625,1,2.047513246536255,5,50,1.7926334353942783
OP01-001,1,135,2851.854736328125,2,2.0595204830169678,5,50,1.7926334353942783
OP01-001,1,136,2819.879150390625,0,2.046325922012329,5,50,1.7926334353942783
OP01-001,1,137,2811.419677734375,0,2.0497846603393555,5,50,1.7926334353942783
OP01-001,1,138,2809.1923828125,0,2.0518922805786133,5,50,1.7926334353942783
OP01-001,1,139,2825.0908203125,0,2.0428552627563477,5,50,1.7926334353942783
OP01-001,1,140,2845.71337890625,1,2.0570590496063232,5,50,1.7926334353942783
OP01-001,1,141,2789.849853515625,1,2.0456604957580566,5,50,1.7926334353942783
OP01-001,1,142,2833.60986328125,4,2.0522005558013916,5,50,1.7926334353942783
OP01-001,1,143,2819.539794921875,0,2.045863389968872,5,50,1.7926334353942783
OP01-001,1,144,2857.88134765625,0,2.0580358505249023,5,50,1.7926334353942783
OP01-001,1,145,2842.96240234375,2,2.0501034259796143,5,50,1.7926334353942783
OP01-001,1,146,2829.02099609375,1,2.047658920288086,5,50,1.7926334353942783
OP01-001,1,147,2823.81884765625,1,2.0464611053466797,5,50,1.7926334353942783
OP01-001,1,148,2836.81689453125,1,2.0573511123657227,5,50,1.7926334353942783
OP01-001,1,149,2825.33837890625,3,2.0457613468170166,5,50,1.7926334353942783
OP01-001,1,150,2813.294921875,1,2.051711082458496,5,50,1.7926334353942783
OP01-001,1,151,2851.683349609375,1,2.0610506534576416,2,50,1.7926334353942783
OP01-001,1,152,2811.089599609375,0,2.0492684841156006,5,50,1.7926334353942783
OP01-001,1,153,2820.62451171875,1,2.042588949203491,5,50,1.7926334353942783
OP01-001,1,154,2800.82275390625,0,2.0486128330230713,5,50,1.7926334353942783
OP01-001,1,155,2842.5283203125,2,2.055353879928589,5,50,1.7926334353942783
OP01-001,1,156,2819.5390625,1,2.0506606101989746,5,50,1.7926334353942783
OP01-001,1,157,2823.81689453125,0,2.05057954788208,5,50,1.7926334353942783
OP01-001,1,158,2838.239990234375,0,2.053880214691162,3,50,1.7926334353942783
OP01-001,1,159,2844.169677734375,0,2.056028366088867,4,50,1.7926334353942783
OP01-001,1,160,2858.176025390625,1,2.0590198040008545,5,50,1.7926334353942783
OP01-001,1,161,2863.806396484375,2,2.0623457431793213,5,50,1.7926334353942783
OP01-001,1,162,2829.89794921875,1,2.0501325130462646,5,50,1.7926334353942783
OP01-001,1,163,2809.3359375,1,2.050041913986206,5,50,1.7926334353942783
OP01-001,1,164,2817.03759765625,0,2.0489118099212646,3,50,1.7926334353942783
OP01-001,1,165,2815.965087890625,1,2.052865505218506,4,50,1.7926334353942783
OP01-001,1,166,2858.970703125,2,2.0610275268554688,3,50,1.7926334353942783
OP01-001,1,167,2828.37939453125,1,2.0481035709381104,5,50,1.7926334353942783
OP01-001,1,168,2825.3837890625,2,2.0559275150299072,5,50,1.7926334353942783
OP01-001,1,169,2835.97509765625,0,2.051358938217163,5,50,1.7926334353942783
OP01-001,1,170,2841.40771484375,1,2.0573065280914307,5,50,1.7926334353942783
OP01-001,1,171,2820.345703125,0,2.0482337474823,4,50,1.7926334353942783
OP01-001,1,172,2824.455322265625,2,2.044970989227295,5,50,1.7926334353942783
OP01-001,1,173,2827.4404296875,1,2.060370445251465,5,50,1.7926334353942783
OP01-001,1,174,2849.6611328125,0,2.0616915225982666,4,50,1.7926334353942783
OP01-001,1,175,2835.029296875,2,2.056886911392212,5,50,1.7926334353942783
OP01-001,1,176,2839.589111328125,0,2.053065776824951,5,50,1.7926334353942783
OP01-001,1,177,2828.556640625,0,2.045027732849121,3,50,1.7926334353942783
OP01-001,1,178,2837.61279296875,1,2.0544192790985107,4,50,1.7926334353942783
OP01-001,1,179,2820.99072265625,0,2.0479423999786377,5,50,1.7926334353942783
OP01-001,1,180,2839.983154296875,1,2.054764747619629,4,50,1.7926334353942783
OP01-001,1,181,2830.53173828125,1,2.049290180206299,5,50,1.7926334353942783
OP01-001,1,182,2857.67041015625,3,2.056562662124634,5,50,1.7926334353942783
OP01-001,1,183,2833.8603515625,2,2.047398328781128,5,50,1.7926334353942783
OP01-001,1,184,2820.618408203125,0,2.046241283416748,5,50,1.7926334353942783
OP01-001,1,185,2852.31982421875,2,2.0578596591949463,5,50,1.7926334353942783
OP01-001,1,186,2835.51123046875,3,2.0526323318481445,5,50,1.7926334353942783
OP01-001,1,187,2835.965087890625,1,2.0489604473114014,5,50,1.7926334353942783
OP01-001,1,188,2843.544189453125,0,2.0578951835632324,5,50,1.7926334353942783
OP01-001,1,189,2853.236572265625,3,2.0616939067840576,5,50,1.7926334353942783
OP01-001,1,190,2819.64501953125,1,2.0489089488983154,5,50,1.7926334353942783
OP01-001,1,191,2799.378173828125,1,2.0470621585845947,5,50,1.7926334353942783
OP01-001,1,192,2842.118896484375,1,2.0527923107147217,4,50,1.7926334353942783
OP01-001,1,193,2830.205322265625,2,2.0539047718048096,5,50,1.7926334353942783
OP01-001,1,194,2814.3125,1,2.0496878623962402,5,50,1.7926334353942783
OP01-001,1,195,2803.4951171875,0,2.0472373962402344,5,50,1.7926334353942783
OP01-001,1,196,2821.212890625,1,2.045044422149658,5,50,1.7926334353942783
OP01-001,1,197,2811.498046875,0,2.042750597000122,4,50,1.7926334353942783
OP01-001,1,198,2829.162109375,2,2.053872585296631,4,50,1.7926334353942783
OP01-001,1,199,2818.421875,0,2.048938751220703,5,50,1.7926334353942783
OP01-001,1,200,2814.414306640625,0,2.0451717376708984,5,50,1.7926334353942783
OP01-001,1,201,2857.037353515625,3,2.0557847023010254,4,50,1.7926334353942783
OP01-001,1,202,2823.84033203125,1,2.0490002632141113,5,50,1.7926334353942783
OP01-001,1,203,2814.607421875,1,2.0419554710388184,5,50,1.7926334353942783
OP01-001,1,204,2832.367919921875,2,2.0550382137298584,5,50,1.7926334353942783
OP01-001,1,205,2834.6630859375,0,2.054351568222046,4,50,1.7926334353942783
OP01-001,1,206,2837.80126953125,1,2.0522334575653076,5,50,1.7926334353942783
OP01-001,1,207,2830.42724609375,2,2.050081253051758,5,50,1.7926334353942783
OP01-001,1,208,2846.49072265625,3,2.0601933002471924,5,50,1.7926334353942783
OP01-001,1,209,2829.1171875,0,2.046281099319458,4,50,1.7926334353942783
OP01-001,1,210,2800.331298828125,1,2.0437569618225098,4,50,1.7926334353942783
OP01-001,1,211,2823.65673828125,0,2.0516159534454346,5,50,1.7926334353942783
OP01-001,1,212,2853.813232421875,2,2.0672059059143066,5,50,1.7926334353942783
OP01-001,1,213,2820.4912109375,2,2.050096035003662,5,50,1.7926334353942783
OP01-001,1,214,2817.085693359375,0,2.046022891998291,5,50,1.7926334353942783
OP01-001,1,215,2856.73193359375,2,2.0678274631500244,4,50,1.7926334353942783
OP01-001,1,216,2848.47509765625,0,2.0503933429718018,5,50,1.7926334353942783
OP01-001,1,217,2817.23193359375,2,2.048729658126831,5,50,1.7926334353942783
OP01-001,1,218,2832.8662109375,0,2.0476768016815186,5,50,1.7926334353942783
OP01-001,1,219,2849.6025390625,1,2.057497262954712,4,50,1.7926334353942783
OP01-001,1,220,2799.972412109375,0,2.0412306785583496,5,50,1.7926334353942783
OP01-001,1,221,2834.06103515625,2,2.0566725730895996,5,50,1.7926334353942783
OP01-001,1,222,2836.555419921875,1,2.0598905086517334,5,50,1.7926334353942783
OP01-001,1,223,2818.2705078125,0,2.052361011505127,5,50,1.7926334353942783
OP01-001,1,224,2828.70166015625,2,2.0544629096984863,5,50,1.7926334353942783
OP01-001,1,225,2799.8095703125,1,2.045292615890503,5,50,1.7926334353942783
OP01-001,1,226,2794.5009765625,0,2.0425193309783936,5,50,1.7926334353942783
OP01-001,1,227,2826.375732421875,1,2.048306703567505,5,50,1.7926334353942783
OP01-001,1,228,2849.2314453125,1,2.0583930015563965,4,50,1.7926334353942783
OP01-001,1,229,2811.921875,1,2.0519134998321533,5,50,1.7926334353942783
OP01-001,1,230,2828.619384765625,1,2.054340362548828,4,50,1.7926334353942783
OP01-001,1,231,2838.64501953125,1,2.0494613647460938,5,50,1.7926334353942783
OP01-001,1,232,2841.9013671875,1,2.0552806854248047,5,50,1.7926334353942783
OP01-001,1,233,2857.8623046875,1,2.065329074859619,2,50,1.7926334353942783
OP01-001,1,234,2831.376220703125,1,2.0492196083068848,5,50,1.7926334353942783
OP01-001,1,235,2840.94970703125,1,2.0512938499450684,5,50,1.7926334353942783
OP01-001,1,236,2820.588134765625,0,2.0495798587799072,5,50,1.7926334353942783
OP01-001,1,237,2790.790283203125,0,2.037928581237793,4,50,1.7926334353942783
OP01-001,1,238,2829.482421875,1,2.0503551959991455,5,50,1.7926334353942783
OP01-001,1,239,2817.484375,1,2.051053285598755,4,50,1.7926334353942783
OP01-001,1,240,2836.383544921875,1,2.054791212081909,5,50,1.7926334353942783
OP01-001,1,241,2829.5126953125,1,2.053981304168701,5,50,1.7926334353942783
OP01-001,1,242,2869.945556640625,2,2.0677428245544434,5,50,1.7926334353942783
OP01-001,1,243,2808.76123046875,1,2.0462725162506104,5,50,1.7926334353942783
OP01-001,1,244,2818.7724609375,0,2.049675941467285,5,50,1.7926334353942783
OP01-001,1,245,2827.215576171875,2,2.050208568572998,5,50,1.7926334353942783
OP01-001,1,246,2808.456298828125,0,2.0465948581695557,5,50,1.7926334353942783
OP01-001,1,247,2836.52099609375,1,2.05228328704834,5,50,1.7926334353942783
OP01-001,1,248,2837.15576171875,2,2.049517869949341,3,50,1.7926334353942783
OP01-001,1,249,2807.05859375,0,2.0475893020629883,5,50,1.7926334353942783
OP01-001,1,250,2835.367431640625,2,2.0537285804748535,5,50,1.7926334353942783
OP01-001,2,1,3597.3876953125,4,2.8494739532470703,0,50,1.4202189130163272
OP01-001,2,2,3706.619140625,4,2.8643712997436523,4,50,1.4202189130163272
OP01-001,2,3,3652.654541015625,3,2.83945369720459,2,50,1.4202189130163272
OP01-001,2,4,3633.85107421875,3,2.8515965938568115,0,50,1.4202189130163272
OP01-001,2,5,3641.123291015625,5,2.8568053245544434,0,50,1.4202189130163272
OP01-001,2,6,3604.628662109375,4,2.847637176513672,1,50,1.4202189130163272
OP01-001,2,7,3627.78564453125,4,2.837690830230713,3,50,1.4202189130163272
OP01-001,2,8,3674.6484375,6,2.832115888595581,3,50,1.4202189130163272
OP01-001,2,9,3661.71435546875,6,2.8593719005584717,1,50,1.4202189130163272
OP01-001,2,10,3611.881103515625,3,2.839606761932373,2,50,1.4202189130163272
OP01-001,2,11,3633.5498046875,4,2.8421335220336914,3,50,1.4202189130163272
OP01-001,2,12,3675.582275390625,4,2.839148998260498,3,50,1.4202189130163272
OP01-001,2,13,3648.314453125,4,2.8255765438079834,3,50,1.4202189130163272
OP01-001,2,14,3666.23828125,4,2.843186140060425,3,50,1.4202189130163272
OP01-001,2,15,3696.4697265625,5,2.8522675037384033,2,50,1.4202189130163272
OP01-001,2,16,3654.8232421875,4,2.8252532482147217,5,50,1.4202189130163272
OP01-001,2,17,3602.7255859375,3,2.8084733486175537,3,50,1.4202189130163272
OP01-001,2,18,3649.75732421875,3,2.8448235988616943,3,50,1.4202189130163272
OP01-001,2,19,3661.376953125,5,2.841538429260254,1,50,1.4202189130163272
OP01-001,2,20,3673.68017578125,5,2.8423068523406982,3,50,1.4202189130163272
OP01-001,2,21,3664.094970703125,4,2.853296995162964,2,50,1.4202189130163272
OP01-001,2,22,3646.510009765625,4,2.8183987140655518,3,50,1.4202189130163272
OP01-001,2,23,3671.65234375,5,2.8391215801239014,4,50,1.4202189130163272
OP01-001,2,24,3648.6669921875,4,2.8313114643096924,2,50,1.4202189130163272
OP01-001,2,25,3655.00634765625,4,2.8442723751068115,1,50,1.4202189130163272
OP01-001,2,26,3643.68994140625,5,2.8445277214050293,5,50,1.4202189130163272
OP01-001,2,27,3600.45166015625,3,2.828233242034912,2,50,1.4202189130163272
OP01-001,2,28,3589.876953125,4,2.8271751403808594,2,50,1.4202189130163272
OP01-001,2,29,3605.628173828125,4,2.8423357009887695,0,50,1.4202189130163272
OP01-001,2,30,3579.252197265625,3,2.843862771987915,0,50,1.4202189130163272
OP01-001,2,31,3671.517333984375,4,2.853452682495117,2,50,1.4202189130163272
OP01-001,2,32,3645.195068359375,3,2.8404793739318848,1,50,1.4202189130163272
OP01-001,2,33,3633.771728515625,4,2.818469285964966,4,50,1.4202189130163272
OP01-001,2,34,3644.560791015625,4,2.8416619300842285,3,50,1.4202189130163272
OP01-001,2,35,3672.441650390625,5,2.858755350112915,4,50,1.4202189130163272
OP01-001,2,36,3678.0732421875,4,2.8564298152923584,2,50,1.4202189130163272
OP01-001,2,37,3584.33447265625,3,2.8307549953460693,0,50,1.4202189130163272
OP01-001,2,38,3589.91943359375,4,2.849881649017334,1,50,1.4202189130163272
OP01-001,2,39,3623.986083984375,3,2.834812879562378,3,50,1.4202189130163272
OP01-001,2,40,3703.866455078125,5,2.848670244216919,5,50,1.4202189130163272
OP01-001,2,41,3616.609375,4,2.8340494632720947,1,50,1.4202189130163272
OP01-001,2,42,3646.05078125,4,2.8259854316711426,5,50,1.4202189130163272
OP01-001,2,43,3608.306640625,4,2.822850227355957,2,50,1.4202189130163272
OP01-001,2,44,3652.03857421875,5,2.830627202987671,4,50,1.4202189130163272
OP01-001,2,45,3635.76513671875,4,2.840108871459961,2,50,1.4202189130163272
OP01-001,2,46,3634.676513671875,3,2.8121321201324463,5,50,1.4202189130163272
OP01-001,2,47,3632.7421875,4,2.8367061614990234,3,50,1.4202189130163272
OP01-001,2,48,3579.251953125,3,2.843862771987915,0,50,1.4202189130163272
OP01-001,2,49,3642.891357421875,4,2.836925745010376,1,50,1.4202189130163272
OP01-001,2,50,3695.248779296875,6,2.8361401557922363,5,50,1.4202189130163272
OP01-001,2,51,3579.252197265625,3,2.843862771987915,0,50,1.4202189130163272
OP01-001,2,52,3679.161865234375,4,2.8494503498077393,5,50,1.4202189130163272
OP01-001,2,53,3672.34619140625,3,2.8276190757751465,4,50,1.4202189130163272
OP01-001,2,54,3670.74853515625,5,2.8360815048217773,5,50,1.4202189130163272
OP01-001,2,55,3618.226806640625,3,2.8344171047210693,1,50,1.4202189130163272
OP01-001,2,56,3679.379150390625,5,2.850437879562378,3,50,1.4202189130163272
OP01-001,2,57,3614.054443359375,4,2.8393406867980957,4,50,1.4202189130163272
OP01-001,2,58,3662.645751953125,4,2.828711748123169,5,50,1.4202189130163272
OP01-001,2,59,3697.826904296875,6,2.8512210845947266,3,50,1.4202189130163272
OP01-001,2,60,3635.827880859375,5,2.8576416969299316,2,50,1.4202189130163272
OP01-001,2,61,3660.958740234375,4,2.836886167526245,4,50,1.4202189130163272
OP01-001,2,62,3606.000732421875,4,2.8471462726593018,0,50,1.4202189130163272
OP01-001,2,63,3613.678466796875,3,2.8299307823181152,1,50,1.4202189130163272
OP01-001,2,64,3672.704345703125,4,2.8499560356140137,3,50,1.4202189130163272
OP01-001,2,65,3586.615966796875,3,2.8436384201049805,0,50,1.4202189130163272
OP01-001,2,66,3661.00927734375,6,2.849302291870117,4,50,1.4202189130163272
OP01-001,2,67,3608.7978515625,3,2.820734977722168,1,50,1.4202189130163272
OP01-001,2,68,3668.680419921875,4,2.835366725921631,3,50,1.4202189130163272
OP01-001,2,69,3643.92919921875,3,2.845348834991455,3,50,1.4202189130163272
OP01-001,2,70,3638.028076171875,3,2.8195087909698486,2,50,1.4202189130163272
OP01-001,2,71,3650.026123046875,4,2.8515474796295166,3,50,1.4202189130163272
OP01-001,2,72,3643.005126953125,4,2.8206722736358643,5,50,1.4202189130163272
OP01-001,2,73,3637.043701171875,5,2.8487389087677,2,50,1.4202189130163272
OP01-001,2,74,3606.345947265625,3,2.848658323287964,1,50,1.4202189130163272
OP01-001,2,75,3634.136474609375,4,2.8059210777282715,4,50,1.4202189130163272
OP01-001,2,76,3631.31201171875,3,2.846346616744995,1,50,1.4202189130163272
OP01-001,2,77,3636.455810546875,4,2.8253302574157715,4,50,1.4202189130163272
OP01-001,2,78,3619.64404296875,3,2.837991714477539,1,50,1.4202189130163272
OP01-001,2,79,3616.121826171875,4,2.8382973670959473,1,50,1.4202189130163272
OP01-001,2,80,3666.051025390625,5,2.8462815284729004,5,50,1.4202189130163272
OP01-001,2,81,3588.861083984375,3,2.8240559101104736,2,50,1.4202189130163272
OP01-001,2,82,3636.667724609375,4,2.833514928817749,3,50,1.4202189130163272
OP01-001,2,83,3652.762939453125,3,2.8350956439971924,2,50,1.4202189130163272
OP01-001,2,84,3663.244140625,4,2.83491849899292,2,50,1.4202189130163272
